"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","PaperlessBilling","MonthlyCharges","TotalCharges","Churn","MultipleLinesNo phone service","MultipleLinesYes","InternetServiceFiber optic","InternetServiceNo","OnlineSecurityNo internet service","OnlineSecurityYes","OnlineBackupNo internet service","OnlineBackupYes","DeviceProtectionNo internet service","DeviceProtectionYes","TechSupportNo internet service","TechSupportYes","StreamingTVNo internet service","StreamingTVYes","StreamingMoviesNo internet service","StreamingMoviesYes","ContractOne year","ContractTwo year","PaymentMethodCredit card (automatic)","PaymentMethodElectronic check","PaymentMethodMailed check"
0,0,0,0,16,1,1,93.2,1573.7,"Yes",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,32,1,0,74.75,2282.95,"No",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
0,1,0,0,2,1,1,79.6,195.05,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,66,1,0,99.5,6710.5,"Yes",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,41,1,0,68.5,2839.95,"No",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,19,1,1,88.8,1672.35,"No",0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,1,1,45.55,45.55,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,4,1,0,51.75,201.1,"Yes",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,5,1,1,94.85,462.8,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,1,1,1,44.15,44.15,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,69.7,69.7,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,72,1,0,115.15,8349.7,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,1,0,13,0,1,48.75,633.4,"Yes",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,7,1,1,19.95,147.5,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,9,1,1,70.5,597.9,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,6,1,1,84.35,474.9,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,22,1,0,19.6,422.5,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,12,1,0,20.05,265.45,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,1,1,53,1,0,25.55,1336.1,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,4,0,1,24.25,96.05,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,8,1,1,84,613.4,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,11,1,1,45.9,521.9,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,66,1,1,106.05,6981.35,"Yes",0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
1,1,1,0,59,0,1,50.25,2997.45,"No",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,17,1,0,91.85,1574.45,"Yes",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,1,68,1,0,62.65,4375.8,"No",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,0,0,19,1,1,99.95,1931.75,"Yes",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,23,1,0,49.7,1081.25,"No",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,7,1,1,86.25,587.1,"Yes",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,63,1,1,89.4,5597.65,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,38,1,1,84.25,3264.5,"Yes",0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,57,1,1,70.35,4124.65,"No",0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
0,0,1,0,9,1,0,89.45,853.1,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,38,1,0,68.15,2656.3,"No",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0,0,0,0,39,1,1,103.45,3994.45,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,58,1,1,79.8,4526.85,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,3,1,0,20,49.65,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,1,4,1,1,98.1,396.3,"Yes",0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,18,1,1,90.7,1597.25,"Yes",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,53,0,1,60.45,3184.25,"Yes",1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,0,13,1,1,19.3,279.3,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,0,20,1,1,98.55,1842.8,"Yes",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,3,1,0,73.85,196.4,"No",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,35,1,0,80.05,2835.9,"No",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,1,45,1,1,20,886.4,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,21,1,1,68.65,1493.2,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,24,1,1,89.25,2210.2,"No",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,30,0,0,51.2,1561.5,"Yes",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,2,1,1,70.75,146.9,"Yes",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1,1,1,74.5,74.5,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,55,1,1,100.9,5552.05,"No",0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
0,0,1,0,71,1,1,24.4,1725.4,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,1,0,26,1,1,93.85,2381.55,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,31,1,1,90.55,2929.75,"No",0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,0,21,1,0,86.55,1857.25,"No",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,71,1,0,84.2,5956.85,"No",0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,58,1,1,104.65,6219.6,"Yes",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,1,0,0,56,1,1,96.85,5219.65,"No",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,2,1,1,80.65,144.15,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,1,1,1,19.5,19.5,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,0,65,1,0,105.25,6786.4,"Yes",0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,6,1,0,20.2,123.65,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,0,46,1,1,108.9,4854.3,"No",0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,1,1,3,1,1,56.15,168.15,"Yes",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,65,1,0,76.15,4929.55,"No",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,1,1,0,43.95,43.95,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,64,1,1,24.8,1514.85,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,0,18,1,1,99.4,1742.95,"Yes",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,46,1,1,20.1,936.85,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,0,72,1,0,78.5,5602.25,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,1,1,55.45,55.45,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,32,1,0,94.8,3131.55,"No",0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
0,0,1,0,63,1,1,79.7,4786.15,"No",0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
0,0,1,0,45,1,1,50.25,2221.55,"No",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,8,1,1,59.25,436.6,"No",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,30,1,1,83.55,2570.2,"No",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,0,19.85,19.85,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,1,1,1,0,19.75,19.75,"Yes",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1,1,0,20.25,20.25,"Yes",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,56,1,0,19.95,1126.75,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,1,0,1,0,0,35,35,"No",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,61,1,1,81,4976.15,"No",0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,18,1,0,69.5,1199.4,"No",0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,26,1,0,85.9,2196.45,"No",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,1,0,19.95,19.95,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,0,72,1,0,24.85,1871.85,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,2,1,0,20.3,41.2,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,1,3,1,0,69.65,220.1,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,72,1,1,25.25,1841.2,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,70,1,0,74.1,5222.3,"No",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
1,0,0,0,13,0,1,45.55,597,"Yes",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,5,1,1,88.9,454.15,"Yes",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,1,0,20.15,20.15,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,1,1,1,90.75,90.75,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,17,1,1,70,1144.5,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,2,1,1,80.95,171.15,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,1,28,1,1,51,1381.8,"No",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,1,51,1,1,79.15,4018.55,"No",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,61,1,1,103.95,6423,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,1,1,50,1,0,24.95,1261.45,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,1,1,0,45.15,45.15,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,1,69.8,69.8,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,15,1,0,55.2,864.55,"No",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1,0,1,0,14,1,0,48.8,664.4,"No",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,19.55,19.55,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,60,1,0,60.5,3694.45,"No",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,1,1,69.65,69.65,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,44,1,0,20,860.85,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,0,72,1,0,19.4,1496.45,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,10,1,0,62.25,612.95,"No",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,1,1,72,1,1,103.2,7362.9,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,0,1,1,0,0,24.7,24.7,"No",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,17,1,0,56.1,946.95,"No",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,3,1,1,69.55,222.3,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,38,1,0,20.05,741.5,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,1,1,0,70.5,70.5,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,18,1,0,20.35,369.6,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,1,0,24,1,1,93.55,2264.05,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,3,1,0,85.8,272.2,"Yes",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,1,0,48,1,1,70.55,3420.5,"No",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1,1,1,0,57,1,1,90.65,5199.8,"No",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
1,1,1,0,16,1,1,85.05,1391.15,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,17,1,1,94.4,1617.5,"Yes",0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,18,0,1,40.2,711.95,"No",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1,0,0,30,1,0,91.7,2758.15,"Yes",0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,46,1,0,24.9,1174.8,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,0,1,0,9,1,1,94.85,890.6,"Yes",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,5,1,1,69.75,324.6,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,21,1,0,75.3,1570.7,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,61,1,1,68.05,4158.25,"No",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,6,1,0,70.55,433.95,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,40,1,1,105.95,4335.2,"No",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,1,1,1,0,0,40.1,40.1,"Yes",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,1,0,72,1,0,77.35,5396.25,"No",0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,25,1,0,53.65,1355.45,"No",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,17,1,0,19.35,307,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,44,1,0,100.1,4378.35,"No",0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,72,1,1,113.65,8182.75,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,1,68,1,1,86.5,5882.75,"No",0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
0,1,1,0,65,1,1,105.85,6725.5,"No",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,0,58,1,1,59.9,3505.1,"No",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,0,0,37,1,0,64.65,2347.85,"No",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,1,0,0,35.05,35.05,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,1,34,1,0,78.3,2564.3,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,40,1,1,103.75,4188.4,"No",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,1,1,72,1,0,109.7,8129.3,"No",0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
0,0,1,0,67,1,0,19.65,1335.2,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,39,1,1,104.7,4134.85,"Yes",0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,1,0,64,1,1,94.6,5948.7,"No",0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
0,0,1,1,5,1,1,24.3,132.25,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,66,1,0,65.85,4097.05,"No",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,26,1,1,20.3,511.25,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,12,1,0,95.5,1115.15,"Yes",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
1,0,1,0,30,1,0,20.7,587.1,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,1,1,0,52,1,1,105.1,5376.4,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1,0,1,0,16,1,1,75.4,1189.4,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,40,1,0,55.8,2283.3,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,1,1,23,1,1,91.1,2198.3,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,13,1,1,85.95,1215.65,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,68,1,0,25.05,1629.2,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,2,1,1,70.95,137.95,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,2,1,0,70.7,129.2,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,37,1,0,98.8,3475.55,"Yes",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1,0,1,0,24,1,1,93,2248.05,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,19,1,0,69.6,1394.55,"No",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0,42,1,1,20.75,844.45,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,0,29,1,1,19.55,521.8,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,41,1,0,79.9,3326.2,"Yes",0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,17,1,1,76.65,1313.55,"Yes",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1,1,1,70,70,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,1,1,42.9,42.9,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,3,1,0,20.85,72,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,1,11,1,1,78,851.8,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,64,1,1,84.3,5289.05,"No",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,21,1,1,44.95,926.25,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,33,1,0,20.6,690.25,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,0,50,1,1,94.4,4914.9,"No",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,50,1,1,82.5,4179.1,"No",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,6,0,0,50.95,307.6,"No",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,1,0,17,1,1,96.65,1588.25,"No",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,0,71,0,1,47.05,3263.6,"No",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
0,1,1,0,42,1,1,74.15,3229.4,"Yes",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,72,1,0,24.8,1874.3,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,22,1,1,24.85,493.4,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,0,67,1,1,19.45,1195.95,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,11,1,0,20.4,231.45,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,5,1,0,20.55,99.45,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,0,0,58,1,0,24.35,1423.85,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,0,0,14,1,1,74.95,1036.75,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,55,1,1,81.55,4509.5,"No",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,8,1,0,19.5,159.35,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,0,58,0,1,45.35,2540.1,"No",1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1,1,0,0,27,1,1,104.65,2964,"No",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
1,0,1,1,35,1,0,20.05,746.75,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,2,1,0,19.85,51.6,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,0,1,1,1,74.2,74.2,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,72,1,1,74.35,5237.4,"No",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
1,0,0,0,1,1,1,89.9,89.9,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,15,1,0,75.35,1114.55,"No",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,71,1,0,111.3,7985.9,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,0,67,1,0,86.15,5883.85,"No",0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
